TARGETID,GENENAME,,,Disease Entry, [ICD-11]
T72458,MC4R,INDICATI,Phase 3,General pain disorder,[ICD-11: 8E43]
T72458,MC4R,INDICATI,Approved,Hypoactive sexual desire dysfunction,[ICD-11: HA00]
T72458,MC4R,INDICATI,Phase 2,Intellectual development disorder,[ICD-11: LD90]
T72458,MC4R,INDICATI,Approved,Large intestine motility disorder,[ICD-11: DB32]
T72458,MC4R,INDICATI,Phase 1/2,Metabolic disorder,[ICD-11: 5C50-5D2Z]
T72458,MC4R,INDICATI,Phase 1,Nutritional deficiency,[ICD-11: 5B50-5B71]
T72458,MC4R,INDICATI,Approved,Obesity,[ICD-11: 5B80-5B81]
T72458,MC4R,INDICATI,Phase 3,Pituitary hypofunction,[ICD-11: 5A61]
T72458,MC4R,INDICATI,Phase 3,Sexual dysfunction,[ICD-11: HA00-HA01]
T72458,MC4R,INDICATI,Preclinical,Type 2 diabetes mellitus,[ICD-11: 5A11]
,#N/A,,,,
T72478,#N/A,TARGETID,T72478,,
T72478,#N/A,TARGNAME,Sodium/calcium exchanger (SLC),,
T72478,#N/A,INDICATI,Phase 2,Cardiovascular disease,[ICD-11: BA00-BE2Z]
T72478,#N/A,INDICATI,Investigative,Cerebral ischaemia,[ICD-11: 8B1Z]
,#N/A,,,,
T72514,IL36G,TARGETID,T72514,,
T72514,IL36G,TARGNAME,Interleukin-36 gamma (IL36G),,
T72514,IL36G,INDICATI,Phase 1,Solid tumour/cancer,[ICD-11: 2A00-2F9Z]
,#N/A,,,,
T72515,IL1R1,TARGETID,T72515,,
T72515,IL1R1,TARGNAME,Interleukin 1 receptor type 1 (IL1R1),,
T72515,IL1R1,INDICATI,Approved,Rheumatoid arthritis,[ICD-11: FA20]
,#N/A,,,,
T72545,Bact parC,TARGETID,T72545,,
T72545,Bact parC,TARGNAME,Bacterial DNA topoisomerase 4A (Bact parC),,
T72545,Bact parC,INDICATI,Phase 2,Acne vulgaris,[ICD-11: ED80]
T72545,Bact parC,INDICATI,Phase 3,Conjunctiva disorder,[ICD-11: 9A60]
T72545,Bact parC,INDICATI,Phase 2,Escherichia coli intestinal infection,[ICD-11: 1A03]
T72545,Bact parC,INDICATI,Phase 1,Joint direct infection,[ICD-11: FA10]
T72545,Bact parC,INDICATI,Phase 2,Pneumonia,[ICD-11: CA40]
T72545,Bact parC,INDICATI,Phase 2,Skin and skin-structure infection,[ICD-11: 1F28-1G0Z]
T72545,Bact parC,INDICATI,Approved,Urinary tract infection,[ICD-11: GC08]
,#N/A,,,,
T72595,GRIN2C,TARGETID,T72595,,
T72595,GRIN2C,TARGNAME,Glutamate receptor ionotropic NMDA 2C (GluN2C),,
T72595,GRIN2C,INDICATI,Terminated,Neurodegenerative disorder,[ICD-11: 8A20-8A23]
,#N/A,,,,
T72657,Stap-coc pbp2,TARGETID,T72657,,
T72657,Stap-coc pbp2,TARGNAME,Staphylococcus 30S ribosomal subunit (Stap-coc pbp2),,
T72657,Stap-coc pbp2,INDICATI,Approved,Acne vulgaris,[ICD-11: ED80]
T72657,Stap-coc pbp2,INDICATI,Approved,Acute/subacute hepatic failure,[ICD-11: DB91]
T72657,Stap-coc pbp2,INDICATI,Approved,Alcoholic liver disease,[ICD-11: DB94]
T72657,Stap-coc pbp2,INDICATI,Approved,Amoebiasis,[ICD-11: 1A36]
T72657,Stap-coc pbp2,INDICATI,Approved,Bacterial infection,[ICD-11: 1A00-1C4Z]
T72657,Stap-coc pbp2,INDICATI,Approved,Bronchitis,[ICD-11: CA20]
T72657,Stap-coc pbp2,INDICATI,Investigative,HIV-infected patients with tuberculosis,[ICD-11: 1B10-1B14]
T72657,Stap-coc pbp2,INDICATI,Approved,Lyme borreliosis,[ICD-11: 1C1G]
T72657,Stap-coc pbp2,INDICATI,Phase 2,Rosacea,[ICD-11: ED90]
T72657,Stap-coc pbp2,INDICATI,Approved,Skin and skin-structure infection,[ICD-11: 1F28-1G0Z]
,#N/A,,,,
T72702,F3,TARGETID,T72702,,
T72702,F3,TARGNAME,Tissue factor (F3),,
T72702,F3,INDICATI,Phase 2,Acute respiratory distress syndrome,[ICD-11: CB00]
T72702,F3,INDICATI,Phase 2,Bleeding disorder,[ICD-11: GA20-GA21]
T72702,F3,INDICATI,Approved,Cervical cancer,[ICD-11: 2C77]
T72702,F3,INDICATI,Phase 2,Ovarian cancer,[ICD-11: 2C73]
T72702,F3,INDICATI,Phase 1,Pancreatic cancer,[ICD-11: 2C10]
T72702,F3,INDICATI,Phase 2,Solid tumour/cancer,[ICD-11: 2A00-2F9Z]
,#N/A,,,,
T72737,#N/A,TARGETID,T72737,,
T72737,#N/A,TARGNAME,Cytomegalovirus Deoxyribonucleic acid (CMV DNA),,
T72737,#N/A,INDICATI,Phase 3,Cytomegaloviral disease,[ICD-11: 1D82]
,#N/A,,,,
T72835,SELE,TARGETID,T72835,,
T72835,SELE,TARGNAME,E-selectin (SELE),,
T72835,SELE,INDICATI,Phase 3,Acute myeloid leukaemia,[ICD-11: 2A60]
T72835,SELE,INDICATI,Phase 3,Asthma,[ICD-11: CA23]
T72835,SELE,INDICATI,Phase 2a,Atopic eczema,[ICD-11: EA80]
T72835,SELE,INDICATI,Phase 1,Breast cancer,[ICD-11: 2C60-2C6Y]
T72835,SELE,INDICATI,Phase 2a,Chronic obstructive pulmonary disease,[ICD-11: CA22]
T72835,SELE,INDICATI,Phase 3,Circulatory system disease,[ICD-11: BE2Z]
T72835,SELE,INDICATI,Phase 2/3,Hypertension,[ICD-11: BA00-BA04]
T72835,SELE,INDICATI,Terminated,Indeterminate colitis,[ICD-11: DD72]
T72835,SELE,INDICATI,Phase 1,Multiple myeloma,[ICD-11: 2A83]
T72835,SELE,INDICATI,Phase 2a,Psoriasis,[ICD-11: EA90]
T72835,SELE,INDICATI,Phase 1,Sickle-cell disorder,[ICD-11: 3A51]
T72835,SELE,INDICATI,Phase 1,Solid tumour/cancer,[ICD-11: 2A00-2F9Z]
,#N/A,,,,
T72841,ESRRA,TARGETID,T72841,,
T72841,ESRRA,TARGNAME,Estrogen-related receptor-alpha (ESRRA),,
T72841,ESRRA,INDICATI,Phase 3,Asthma,[ICD-11: CA23]
T72841,ESRRA,INDICATI,Terminated,Cachexia,[ICD-11: MG20]
T72841,ESRRA,INDICATI,Phase 1/2,Degenerative high myopia,[ICD-11: 9B76]
T72841,ESRRA,INDICATI,Investigative,Eczema,[ICD-11: EA80-EA89]
T72841,ESRRA,INDICATI,Investigative,Oesophagitis,[ICD-11: DA24]
T72841,ESRRA,INDICATI,Approved,Rheumatoid arthritis,[ICD-11: FA20]
T72841,ESRRA,INDICATI,Phase 4,Schizophrenia,[ICD-11: 6A20]
T72841,ESRRA,INDICATI,Discontinued in Phase 2,Vasomotor/allergic rhinitis,[ICD-11: CA08]
,#N/A,,,,
T72850,FOXO1,TARGETID,T72850,,
T72850,FOXO1,TARGNAME,Forkhead box protein O1A (FOXO1),,
T72850,FOXO1,INDICATI,Investigative,Hyper-lipoproteinaemia,[ICD-11: 5C80]
,#N/A,,,,
T72915,#N/A,TARGETID,T72915,,
T72915,#N/A,TARGNAME,Casein kinase 1 (CK1),,
T72915,#N/A,INDICATI,Preclinical,Mood disorder,[ICD-11: 6A60-6E23]
,#N/A,,,,
T72957,#N/A,TARGETID,T72957,,
T72957,#N/A,TARGNAME,Chemokine receptor (CHR),,
T72957,#N/A,INDICATI,Discontinued in Phase 2,Asthma,[ICD-11: CA23]
T72957,#N/A,INDICATI,Discontinued in Phase 1,Chronic obstructive pulmonary disease,[ICD-11: CA22]
T72957,#N/A,INDICATI,Discontinued in Phase 1,Multiple sclerosis,[ICD-11: 8A40]
T72957,#N/A,INDICATI,Discontinued in Phase 1,Rheumatoid arthritis,[ICD-11: FA20]
,#N/A,,,,
T73019,#N/A,TARGETID,T73019,,
T73019,#N/A,TARGNAME,Phosphodiesterase 7 (PDE7),,
T73019,#N/A,INDICATI,Phase 1,Unspecific substance use disorder,[ICD-11: 6C4Z]
,#N/A,,,,
T73075,HSPG2,TARGETID,T73075,,
T73075,HSPG2,TARGNAME,Perlecan (HSPG),,
T73075,HSPG2,INDICATI,Discontinued in Phase 1,Arterial occlusive disease,[ICD-11: BD40]
,#N/A,,,,
T73097,CSF2RA,TARGETID,T73097,,
T73097,CSF2RA,TARGNAME,GMCSFR-alpha (CSF2RA),,
T73097,CSF2RA,INDICATI,Phase 2,Acute myeloid leukaemia,[ICD-11: 2A60]
T73097,CSF2RA,INDICATI,Phase 2,Brain cancer,[ICD-11: 2A00]
T73097,CSF2RA,INDICATI,Preregistration,Follicular lymphoma,[ICD-11: 2A80]
T73097,CSF2RA,INDICATI,Phase 3,Human immunodeficiency virus disease,[ICD-11: 1C60-1C62]
T73097,CSF2RA,INDICATI,Phase 3,Infancy/childhood primary interstitial lung disease,[ICD-11: CB04]
T73097,CSF2RA,INDICATI,Phase 2,Multiple myeloma,[ICD-11: 2A83]
T73097,CSF2RA,INDICATI,Phase 1/2,Multiple sclerosis,[ICD-11: 8A40]
T73097,CSF2RA,INDICATI,Investigative,Neutropenia,[ICD-11: 4B00]
T73097,CSF2RA,INDICATI,Phase 2,Rheumatoid arthritis,[ICD-11: FA20]
T73097,CSF2RA,INDICATI,Phase 1,Skin postprocedural disorder,[ICD-11: EL8Y]
T73097,CSF2RA,INDICATI,Phase 2,Solid tumour/cancer,[ICD-11: 2A00-2F9Z]
T73097,CSF2RA,INDICATI,Approved,Transplanted organ/tissue,[ICD-11: QB63]
,#N/A,,,,
T73134,GLB1,TARGETID,T73134,,
T73134,GLB1,TARGNAME,Beta-galactosidase (GLB1),,
T73134,GLB1,INDICATI,Phase 1/2,Lysosomal disease,[ICD-11: 5C56]
,#N/A,,,,
T73184,SETD7,TARGETID,T73184,,
T73184,SETD7,TARGNAME,Histone-lysine N-methyltransferase SETD7 (SETD7),,
T73184,SETD7,INDICATI,Preclinical,Breast cancer,[ICD-11: 2C60-2C6Y]
,#N/A,,,,
T73189,Fung GSC2,TARGETID,T73189,,
T73189,Fung GSC2,TARGNAME,"Fungal 1,3-beta-glucan synthase (Fung GSC2)",,
T73189,Fung GSC2,INDICATI,Terminated,Aspergillosis,[ICD-11: 1F20]
T73189,Fung GSC2,INDICATI,Approved,Candidosis,[ICD-11: 1F23]
T73189,Fung GSC2,INDICATI,Approved,Epilepsy/seizure,[ICD-11: 8A61-8A6Z]
T73189,Fung GSC2,INDICATI,Approved,Fungal infection,[ICD-11: 1F29-1F2F]
,#N/A,,,,
T73215,MS4A1,TARGETID,T73215,,
T73215,MS4A1,TARGNAME,Leukocyte surface antigen Leu-16 (CD20),,
T73215,MS4A1,INDICATI,Application submitted,Acute myeloid leukaemia,[ICD-11: 2A60]
T73215,MS4A1,INDICATI,Phase 2,Bacterial infection,[ICD-11: 1A00-1C4Z]
T73215,MS4A1,INDICATI,Phase 1/2,B-cell lymphoma,[ICD-11: 2A86]
T73215,MS4A1,INDICATI,Investigative,Diabetes mellitus,[ICD-11: 5A10]
T73215,MS4A1,INDICATI,Approved,Diffuse large B-cell lymphoma,[ICD-11: 2A81]
T73215,MS4A1,INDICATI,Approved,Follicular lymphoma,[ICD-11: 2A80]
T73215,MS4A1,INDICATI,Phase 1/2,Leukaemia,[ICD-11: 2A60-2B33]
T73215,MS4A1,INDICATI,Phase 2,Lupus erythematosus,[ICD-11: 4A40]
T73215,MS4A1,INDICATI,Phase 3,Lymphoma,[ICD-11: 2A80-2A86]
T73215,MS4A1,INDICATI,Approved,Malignant haematopoietic neoplasm,[ICD-11: 2B33]
T73215,MS4A1,INDICATI,Approved,Mature B-cell leukaemia,[ICD-11: 2A82]
T73215,MS4A1,INDICATI,Approved,Mature B-cell lymphoma,[ICD-11: 2A85]
T73215,MS4A1,INDICATI,Approved,Multiple sclerosis,[ICD-11: 8A40]
T73215,MS4A1,INDICATI,Phase 1,Pancreatic cancer,[ICD-11: 2C10]
T73215,MS4A1,INDICATI,Phase 3,Pemphigus,[ICD-11: EB40]
T73215,MS4A1,INDICATI,Phase 2,Rheumatoid arthritis,[ICD-11: FA20]
T73215,MS4A1,INDICATI,Phase 2,Solid tumour/cancer,[ICD-11: 2A00-2F9Z]
T73215,MS4A1,INDICATI,Investigative,Supraventricular tachyarrhythmia,[ICD-11: BC81]
T73215,MS4A1,INDICATI,Phase 3,Tension-type headache,[ICD-11: 8A81]
T73215,MS4A1,INDICATI,Phase 1/2,Thrombocytopenia,[ICD-11: 3B64]
,#N/A,,,,
T73342,RIR,TARGETID,T73342,,
T73342,RIR,TARGNAME,Ribonucleotide reductase (RIR),,
T73342,RIR,INDICATI,Phase 2,Bladder cancer,[ICD-11: 2C94]
T73342,RIR,INDICATI,Phase 1/2,Brain cancer,[ICD-11: 2A00]
T73342,RIR,INDICATI,Approved,Mature B-cell lymphoma,[ICD-11: 2A85]
T73342,RIR,INDICATI,Approved,Myelodysplastic syndrome,[ICD-11: 2A37]
T73342,RIR,INDICATI,Phase 1,Solid tumour/cancer,[ICD-11: 2A00-2F9Z]
,#N/A,,,,
T73404,ALCAM,TARGETID,T73404,,
T73404,ALCAM,TARGNAME,Activated leukocyte cell adhesionmolecule (ALCAM),,
T73404,ALCAM,INDICATI,Phase 2,Solid tumour/cancer,[ICD-11: 2A00-2F9Z]
,#N/A,,,,
T73475,MMP7,TARGETID,T73475,,
T73475,MMP7,TARGNAME,Matrix metalloproteinase-7 (MMP-7),,
T73475,MMP7,INDICATI,Discontinued in Phase 3,Brain cancer,[ICD-11: 2A00]
T73475,MMP7,INDICATI,Discontinued in Phase 3,Kaposi sarcoma,[ICD-11: 2B57]
T73475,MMP7,INDICATI,Approved,Lung cancer,[ICD-11: 2C25]
T73475,MMP7,INDICATI,Phase 3,Pancreatic cancer,[ICD-11: 2C10]
T73475,MMP7,INDICATI,Discontinued in Phase 3,Prostate cancer,[ICD-11: 2C82]
T73475,MMP7,INDICATI,Terminated,Solid tumour/cancer,[ICD-11: 2A00-2F9Z]
,#N/A,,,,
T73476,SERPINC1,TARGETID,T73476,,
T73476,SERPINC1,TARGNAME,Antithrombin-III (ATIII),,
T73476,SERPINC1,INDICATI,Phase 1,Asthma,[ICD-11: CA23]
T73476,SERPINC1,INDICATI,Phase 2,Chronic obstructive pulmonary disease,[ICD-11: CA22]
T73476,SERPINC1,INDICATI,Approved,Coagulation defect,[ICD-11: 3B10]
T73476,SERPINC1,INDICATI,Approved,Coronary thrombosis,[ICD-11: BA43]
T73476,SERPINC1,INDICATI,Approved,Deep vein thrombosis,[ICD-11: BD71]
T73476,SERPINC1,INDICATI,Phase 1,kidney/ureter disorder,[ICD-11: GB90]
T73476,SERPINC1,INDICATI,Phase 2,Myocardial infarction,[ICD-11: BA41-BA43]
T73476,SERPINC1,INDICATI,Investigative,Solid tumour/cancer,[ICD-11: 2A00-2F9Z]
T73476,SERPINC1,INDICATI,Phase 3,Thrombosis,[ICD-11: DB61-GB90]
T73476,SERPINC1,INDICATI,Approved,Tinnitus,[ICD-11: MC41]
T73476,SERPINC1,INDICATI,Discontinued in Phase 3,Ulcerative colitis,[ICD-11: DD71]
T73476,SERPINC1,INDICATI,Phase 3,Venous thromboembolism,[ICD-11: BD72]
,#N/A,,,,
T73482,HCRTR1,TARGETID,T73482,,
T73482,HCRTR1,TARGNAME,Orexin receptor type 1 (HCRTR1),,
T73482,HCRTR1,INDICATI,Phase 2,Depression,[ICD-11: 6A70-6A7Z]
T73482,HCRTR1,INDICATI,Phase 2,Insomnia,[ICD-11: 7A00-7A0Z]
T73482,HCRTR1,INDICATI,Phase 1,Opioid use disorder,ICD-11: 6C43
T73482,HCRTR1,INDICATI,Terminated,Sleep-wake disorder,[ICD-11: 7A00-7B2Z]
,#N/A,,,,
T73495,GRIK1,TARGETID,T73495,,
T73495,GRIK1,TARGNAME,Glutamate receptor ionotropic kainate 1 (GRIK1),,
T73495,GRIK1,INDICATI,Phase 1,Dissociative neurological symptom disorder,[ICD-11: 6B60]
T73495,GRIK1,INDICATI,Approved,Epilepsy/seizure,[ICD-11: 8A61-8A6Z]
T73495,GRIK1,INDICATI,Phase 2,General pain disorder,[ICD-11: 8E43]
T73495,GRIK1,INDICATI,Phase 2,Pain,[ICD-11: MG30-MG3Z]
T73495,GRIK1,INDICATI,Approved,Substance abuse,[ICD-11: 6C40]
,#N/A,,,,
T73582,USP10,TARGETID,T73582,,
T73582,USP10,TARGNAME,Ubiquitin carboxyl-terminal hydrolase 10 (USP10),,
T73582,USP10,INDICATI,Preclinical,Postoperative inflammation,[ICD-11: 1A00-CA43]
,#N/A,,,,
T73671,#N/A,TARGETID,T73671,,
T73671,#N/A,TARGNAME,Interferon (IFN),,
T73671,#N/A,INDICATI,Phase 2,Hepatitis virus infection,[ICD-11: 1E50-1E51]
T73671,#N/A,INDICATI,Investigative,Sexually transmitted infection,[ICD-11: 1A9Y-1A9Z]
,#N/A,,,,
T73676,SV2A,TARGETID,T73676,,
T73676,SV2A,TARGNAME,Synaptic vesicle glycoprotein 2A (SV2A),,
T73676,SV2A,INDICATI,Approved,Chronic pain,[ICD-11: MG30]
T73676,SV2A,INDICATI,Approved,Epilepsy/seizure,[ICD-11: 8A61-8A6Z]
T73676,SV2A,INDICATI,Phase 3,Pain,[ICD-11: MG30-MG3Z]
,#N/A,,,,
T73694,PTK6,TARGETID,T73694,,
T73694,PTK6,TARGNAME,Tyrosine-protein kinase BRK (PTK6),,
T73694,PTK6,INDICATI,Phase 1,Cardiovascular disease,[ICD-11: BA00-BE2Z]
T73694,PTK6,INDICATI,Phase 1,Postoperative inflammation,[ICD-11: 1A00-CA43]
,#N/A,,,,
T73696,RXFP1,TARGETID,T73696,,
T73696,RXFP1,TARGNAME,Relaxin receptor 1 (RXFP1),,
T73696,RXFP1,INDICATI,Phase 1,Cardiovascular disease,[ICD-11: BA00-BE2Z]
T73696,RXFP1,INDICATI,Approval submitted,Heart failure,[ICD-11: BD10-BD1Z]
,#N/A,,,,
T73708,NRP2,TARGETID,T73708,,
T73708,NRP2,TARGNAME,Neuropilin-2 (NRP2),,
T73708,NRP2,INDICATI,Phase 3,Sarcoidosis,[ICD-11: 4B20]
,#N/A,,,,
T73712,FABP1,TARGETID,T73712,,
T73712,FABP1,TARGNAME,Fatty acid-binding protein 1 (FABP1),,
T73712,FABP1,INDICATI,Approved,Cardiovascular disease,[ICD-11: BA00-BE2Z]
T73712,FABP1,INDICATI,Withdrawn from market,Gout,[ICD-11: FA25]
,#N/A,,,,
T73724,CHRNB4,TARGETID,T73724,,
T73724,CHRNB4,TARGNAME,Neuronal acetylcholine receptor beta-4 (CHRNB4),,
T73724,CHRNB4,INDICATI,Discontinued in Phase 2,Alzheimer disease,[ICD-11: 8A20]
T73724,CHRNB4,INDICATI,Phase 3,Nicotine use disorder,[ICD-11: 6C4A]
,#N/A,,,,
T73726,Candi ERG11,TARGETID,T73726,,
T73726,Candi ERG11,TARGNAME,Candida Cytochrome P450 51 (Candi ERG11),,
T73726,Candi ERG11,INDICATI,Approved,Aspergillosis,[ICD-11: 1F20]
T73726,Candi ERG11,INDICATI,Approved,Candidosis,[ICD-11: 1F23]
T73726,Candi ERG11,INDICATI,Phase 1,Coccidioidomycosis,ICD-11: 1F25
T73726,Candi ERG11,INDICATI,Approved,Dermatophytosis,[ICD-11: 1F28]
T73726,Candi ERG11,INDICATI,Approved,Fungal infection,[ICD-11: 1F29-1F2F]
T73726,Candi ERG11,INDICATI,Discontinued in Phase 2,Hyper-lipoproteinaemia,[ICD-11: 5C80]
T73726,Candi ERG11,INDICATI,Approved,Nail/perionychium infection,[ICD-11: EE12]
T73726,Candi ERG11,INDICATI,Approved,Non-dermatophyte superficial dermatomycose,[ICD-11: 1F2D]
T73726,Candi ERG11,INDICATI,Phase 2,Oesophagitis,[ICD-11: DA24]
T73726,Candi ERG11,INDICATI,Phase 3,Solid tumour/cancer,[ICD-11: 2A00-2F9Z]
T73726,Candi ERG11,INDICATI,Phase 2/3,Visual system disease,[ICD-11: 9E1Z]
,#N/A,,,,
T73756,EPHB2,TARGETID,T73756,,
T73756,EPHB2,TARGNAME,Ephrin type-B receptor 2 (EPHB2),,
T73756,EPHB2,INDICATI,Phase 2,Kaposi sarcoma,[ICD-11: 2B57]
T73756,EPHB2,INDICATI,Phase 2,Melanoma,[ICD-11: 2C30]
T73756,EPHB2,INDICATI,Phase 1,Pancreatic cancer,[ICD-11: 2C10]
T73756,EPHB2,INDICATI,Phase 1/2,Solid tumour/cancer,[ICD-11: 2A00-2F9Z]
,#N/A,,,,
T73760,#N/A,TARGETID,T73760,,
T73760,#N/A,TARGNAME,T(H2) cytokine production (TH2 produ),,
T73760,#N/A,INDICATI,Approved,Allergic/hypersensitivity disorder,[ICD-11: 4A80-4A8Z]
,#N/A,,,,
T73977,CACNA1E,TARGETID,T73977,,
T73977,CACNA1E,TARGNAME,Voltage-gated calcium channel alpha Cav2.3 (CACNA1E),,
T73977,CACNA1E,INDICATI,Investigative,Heart failure,[ICD-11: BD10-BD1Z]
T73977,CACNA1E,INDICATI,Terminated,Unspecific body region injury,[ICD-11: ND56]
,#N/A,,,,
T73992,#N/A,TARGETID,T73992,,
T73992,#N/A,TARGNAME,Beta-secretase (BACE),,
T73992,#N/A,INDICATI,Clinical trial,Acute diabete complication,[ICD-11: 5A2Y]
T73992,#N/A,INDICATI,Phase 3,Alzheimer disease,[ICD-11: 8A20]
T73992,#N/A,INDICATI,Clinical trial,Cardiovascular disease,[ICD-11: BA00-BE2Z]
T73992,#N/A,INDICATI,Clinical trial,Chronic kidney disease,[ICD-11: GB61]
T73992,#N/A,INDICATI,Preregistration,Osteoarthritis,[ICD-11: FA00-FA05]
T73992,#N/A,INDICATI,Clinical trial,Rheumatoid arthritis,[ICD-11: FA20]
T73992,#N/A,INDICATI,Preregistration,Shoulder lesion,[ICD-11: FB53]
T73992,#N/A,INDICATI,Preregistration,Soft tissue disorder,[ICD-11: FB56]
T73992,#N/A,INDICATI,Clinical trial,Solid tumour/cancer,[ICD-11: 2A00-2F9Z]
,#N/A,,,,
T74002,CSF2,TARGETID,T74002,,
T74002,CSF2,TARGNAME,Granulocyte-macrophage colony-stimulating factor (CSF2),,
T74002,CSF2,INDICATI,Phase 2,Asthma,[ICD-11: CA23]
T74002,CSF2,INDICATI,Phase 2,Colorectal cancer,[ICD-11: 2B91]
T74002,CSF2,INDICATI,Phase 2,COVID-19,[ICD-11: 1D6Y]
T74002,CSF2,INDICATI,Phase 1,Diabetes mellitus,[ICD-11: 5A10]
T74002,CSF2,INDICATI,Phase 3,Liver cancer,[ICD-11: 2C12]
T74002,CSF2,INDICATI,Approved,Melanoma,[ICD-11: 2C30]
T74002,CSF2,INDICATI,Phase 1,Myeloproliferative neoplasm,[ICD-11: 2A20]
T74002,CSF2,INDICATI,Phase 2,Pancreatic cancer,[ICD-11: 2C10]
T74002,CSF2,INDICATI,Phase 1,Prostate cancer,[ICD-11: 2C82]
T74002,CSF2,INDICATI,Phase 2,Psoriasis,[ICD-11: EA90]
T74002,CSF2,INDICATI,Phase 2,Rheumatoid arthritis,[ICD-11: FA20]
T74002,CSF2,INDICATI,Phase 2,Solid tumour/cancer,[ICD-11: 2A00-2F9Z]
,#N/A,,,,
T74034,#N/A,TARGETID,T74034,,
T74034,#N/A,TARGNAME,Hepatitis C virus Deoxyribonucleic acid (HCV DNA),,
T74034,#N/A,INDICATI,Phase 1/2,Hepatitis virus infection,[ICD-11: 1E50-1E51]
,#N/A,,,,
T74066,BMI1,TARGETID,T74066,,
T74066,BMI1,TARGNAME,Polycomb complex protein BMI-1 (BMI1),,
T74066,BMI1,INDICATI,Phase 2/3,Leiomyosarcoma,[ICD-11: 2B58]
,#N/A,,,,
T74073,#N/A,TARGETID,T74073,,
T74073,#N/A,TARGNAME,Serine/threonine-protein kinase pim (PIM),,
T74073,#N/A,INDICATI,Phase 1/2,Acute myeloid leukaemia,[ICD-11: 2A60]
T74073,#N/A,INDICATI,Phase 1,Myeloproliferative neoplasm,[ICD-11: 2A20]
T74073,#N/A,INDICATI,Phase 1/2,Solid tumour/cancer,[ICD-11: 2A00-2F9Z]
,#N/A,,,,
T74166,CHRNA3-CHRNB4,TARGETID,T74166,,
T74166,CHRNA3-CHRNB4,TARGNAME,Neuronal acetylcholine receptor alpha-3/beta-4 (CHRNA3/B4),,
T74166,CHRNA3-CHRNB4,INDICATI,Approved,Cough,[ICD-11: MD12]
T74166,CHRNA3-CHRNB4,INDICATI,Phase 2,Hyperhidrosis,[ICD-11: EE00]
T74166,CHRNA3-CHRNB4,INDICATI,Phase 1,Unspecific substance use disorder,[ICD-11: 6C4Z]
,#N/A,,,,
T74203,MycB fbpA,TARGETID,T74203,,
T74203,MycB fbpA,TARGNAME,Mycobacterium Antigen complex 85A (MycB fbpA),,
T74203,MycB fbpA,INDICATI,Phase 2,Mycobacterium infection,[ICD-11: 1B10-1B21]
,#N/A,,,,
T74225,#N/A,TARGETID,T74225,,
T74225,#N/A,TARGNAME,GPCR secretin protein unspecific (GPCRB),,
T74225,#N/A,INDICATI,Discontinued in Phase 2,Bacterial infection,[ICD-11: 1A00-1C4Z]
,#N/A,,,,
T74238,CYSLTR2,TARGETID,T74238,,
T74238,CYSLTR2,TARGNAME,Leukotriene CysLT2 receptor (CYSLTR2),,
T74238,CYSLTR2,INDICATI,Phase 2,Asthma,[ICD-11: CA23]
,#N/A,,,,
T74312,FLT3,TARGETID,T74312,,
T74312,FLT3,TARGNAME,Fms-like tyrosine kinase 3 (FLT-3),,
T74312,FLT3,INDICATI,Terminated,Acute laryngitis/tracheitis,[ICD-11: CA05]
T74312,FLT3,INDICATI,Approved (orphan drug),Acute myeloid leukaemia,[ICD-11: 2A60]
T74312,FLT3,INDICATI,Phase 3,Alzheimer disease,[ICD-11: 8A20]
T74312,FLT3,INDICATI,Approved,Bone/articular cartilage neoplasm,[ICD-11: 2F7B]
T74312,FLT3,INDICATI,Discontinued in Phase 2,Brain cancer,[ICD-11: 2A00]
T74312,FLT3,INDICATI,Phase 2,Chronic myelomonocytic leukaemia,[ICD-11: 2A40]
T74312,FLT3,INDICATI,Phase 2,Chronic pain,[ICD-11: MG30]
T74312,FLT3,INDICATI,Approved,Colorectal cancer,[ICD-11: 2B91]
T74312,FLT3,INDICATI,Phase 2,Diffuse large B-cell lymphoma,[ICD-11: 2A81]
T74312,FLT3,INDICATI,Approved,Human immunodeficiency virus disease,[ICD-11: 1C60-1C62]
T74312,FLT3,INDICATI,Approved,Idiopathic interstitial pneumonitis,[ICD-11: CB03]
T74312,FLT3,INDICATI,Phase 3,Inflammatory arthropathy,[ICD-11: FA2Z]
T74312,FLT3,INDICATI,Phase 3,Leukaemia,[ICD-11: 2A60-2B33]
T74312,FLT3,INDICATI,Phase 3,Lung cancer,[ICD-11: 2C25]
T74312,FLT3,INDICATI,Phase 3,Malignant haematopoietic neoplasm,[ICD-11: 2B33]
T74312,FLT3,INDICATI,Approved,Mastocytosis,[ICD-11: 2A21]
T74312,FLT3,INDICATI,Approved,Mature B-cell lymphoma,[ICD-11: 2A85]
T74312,FLT3,INDICATI,Phase 1,Multiple myeloma,[ICD-11: 2A83]
T74312,FLT3,INDICATI,Approved,Myeloproliferative neoplasm,[ICD-11: 2A20]
T74312,FLT3,INDICATI,Phase 2,Ovarian cancer,[ICD-11: 2C73]
T74312,FLT3,INDICATI,Phase 3,Peritoneal cancer,[ICD-11: 2C51]
T74312,FLT3,INDICATI,Phase 1/2,Phakomatoses/hamartoneoplastic syndrome,[ICD-11: LD2D]
T74312,FLT3,INDICATI,Phase 2/3,Psoriasis,[ICD-11: EA90]
T74312,FLT3,INDICATI,Phase 2,Solid tumour/cancer,[ICD-11: 2A00-2F9Z]
