molecule_ID,target_ID,target_name,drugbank_ID,SVM_score,RF_score,Gene Names
13293,95,"Nitric-oxide synthase, endothelial",291,0.850654,0.722,
13293,117,Carbonic anhydrase II,357,0.910852,0.822,
13293,123,Coagulation factor VII,369,0.880896,0.704,
13293,287,DNA topoisomerase II,817,0.848635,0.704,
13293,444,Heat shock protein HSP 90,1939,0.982457,0.724,
13293,491,"Phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit, gamma isoform",2404,0.963142,0.702,
13293,3276,Nuclear receptor coactivator 2,6241,0.874166,0.808,NCOA2
13293,3907,Calmodulin,465,0.843981,0.72,
13286,6,Prostaglandin G/H synthase 1,20,0.921346,0.714,PTGS1
13286,70,Sodium channel protein type 5 subunit alpha,220,0.802108,0.708,SCN5A
13286,94,Prostaglandin G/H synthase 2,290,0.940988,0.818,PTGS2
13286,117,Carbonic anhydrase II,357,0.899092,0.828,
13286,123,Coagulation factor VII,369,0.836465,0.702,
13286,287,DNA topoisomerase II,817,0.806871,0.708,
13286,444,Heat shock protein HSP 90,1939,0.976105,0.716,
13286,491,"Phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit, gamma isoform",2404,0.934057,0.712,
13286,1201,Ig gamma-1 chain C region,4785,0.875843,0.702,
13286,3276,Nuclear receptor coactivator 2,6241,0.82858,0.822,NCOA2
13286,3279,Nuclear receptor coactivator 1,6228,0.852117,0.712,NCOA1
13295,79,Coagulation factor Xa,239,0.936323,0.7,
13295,94,Prostaglandin G/H synthase 2,290,0.94018,0.716,PTGS2
13295,117,Carbonic anhydrase II,357,0.872601,0.758,
13295,287,DNA topoisomerase II,817,0.90689,0.72,
13295,3276,Nuclear receptor coactivator 2,6241,0.835999,0.754,NCOA2
13296,6,Prostaglandin G/H synthase 1,20,0.932877,0.742,PTGS1
13296,94,Prostaglandin G/H synthase 2,290,0.963655,0.828,PTGS2
13296,117,Carbonic anhydrase II,357,0.897269,0.822,
13296,158,Retinoic acid receptor RXR-alpha,459,0.919139,0.7,RXRA
13296,444,Heat shock protein HSP 90,1939,0.974672,0.738,
13296,491,"Phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit, gamma isoform",2404,0.945812,0.712,
13296,699,mRNA of PKA Catalytic Subunit C-alpha,6263,0.941988,0.708,
13296,3276,Nuclear receptor coactivator 2,6241,0.842988,0.81,NCOA2
13297,559,Cholinesterase,3923,0.941034,0.734,BCHE
13297,726,Alcohol dehydrogenase 1B,444,0.843738,0.74,
13297,727,Alcohol dehydrogenase 1C,517,0.881813,0.768,ADH1C
13297,3952,Trypsin-3,2886,0.955031,0.75,PRSS3
13299,1143,Cytochrome P450-cam,2298,0.8731,0.726,
13302,17,Thrombin,54,0.833894,0.754,
13302,46,Estrogen receptor,136,0.802695,0.774,ESR1
13302,48,Androgen receptor,146,0.820453,0.748,AR
13300,6,Prostaglandin G/H synthase 1,20,0.920407,0.724,PTGS1
13300,94,Prostaglandin G/H synthase 2,290,0.954848,0.812,PTGS2
13300,117,Carbonic anhydrase II,357,0.888192,0.822,
13300,444,Heat shock protein HSP 90,1939,0.96801,0.718,
13300,491,"Phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit, gamma isoform",2404,0.936489,0.7,
13300,699,mRNA of PKA Catalytic Subunit C-alpha,6263,0.935908,0.704,
13300,3276,Nuclear receptor coactivator 2,6241,0.81652,0.814,NCOA2
13304,6,Prostaglandin G/H synthase 1,20,0.923584,0.712,PTGS1
13304,16,Muscarinic acetylcholine receptor M3,51,0.977486,0.728,CHRM3
13304,38,Muscarinic acetylcholine receptor M1,103,0.981954,0.704,CHRM1
13304,70,Sodium channel protein type 5 subunit alpha,220,0.984264,0.712,SCN5A
13304,79,Coagulation factor Xa,239,0.898605,0.716,
13304,87,Muscarinic acetylcholine receptor M5,274,0.980774,0.708,CHRM5
13304,94,Prostaglandin G/H synthase 2,290,0.916716,0.776,PTGS2
13304,163,Delta-type opioid receptor,467,0.98608,0.748,OPRD1
13304,216,Alpha-1B adrenergic receptor,632,0.957976,0.706,ADRA1B
13304,272,Alpha-1D adrenergic receptor,789,0.928609,0.708,ADRA1D
13304,287,DNA topoisomerase II,817,0.8664,0.716,
13304,299,Mu-type opioid receptor,847,0.978627,0.722,OPRM1
13304,444,Heat shock protein HSP 90,1939,0.965417,0.708,
13304,3279,Nuclear receptor coactivator 1,6228,0.853012,0.71,NCOA1
13304,3907,Calmodulin,465,0.828985,0.744,
13307,3,"Nitric oxide synthase, inducible",7,0.882228,0.708,NOS2
13307,48,Androgen receptor,146,0.901363,0.75,AR
13307,94,Prostaglandin G/H synthase 2,290,0.935884,0.8,PTGS2
13307,117,Carbonic anhydrase II,357,0.849083,0.814,
13307,123,Coagulation factor VII,369,0.835639,0.718,
13307,287,DNA topoisomerase II,817,0.839654,0.714,
13307,307,Estrogen receptor beta,869,0.939276,0.7,ESR2
13307,332,Dipeptidyl peptidase IV,952,0.882774,0.732,
13307,444,Heat shock protein HSP 90,1939,0.976234,0.728,
13307,482,Cell division protein kinase 2,2240,0.957051,0.734,
13307,491,"Phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit, gamma isoform",2404,0.922966,0.702,
13307,2928,Trypsin-1,3176,0.886687,0.75,
13307,3276,Nuclear receptor coactivator 2,6241,0.81007,0.786,NCOA2
13307,3907,Calmodulin,465,0.816686,0.7,
13308,92,"4-aminobutyrate aminotransferase, mitochondrial",280,0.851503,0.7,
13308,363,Cathepsin D,1243,0.822048,0.706,
13308,559,Cholinesterase,3923,0.922119,0.78,BCHE
13308,726,Alcohol dehydrogenase 1B,444,0.815352,0.742,
13308,727,Alcohol dehydrogenase 1C,517,0.861955,0.782,ADH1C
13308,1143,Cytochrome P450-cam,2298,0.910716,0.738,
13308,1161,Aspartate aminotransferase,2249,0.868343,0.718,
13308,1306,Ferrichrome-iron receptor,2427,0.951697,0.732,
13308,1940,Monomeric sarcosine oxidase,2380,0.913904,0.726,
13308,1961,Bacillolysin,2457,0.906432,0.744,
13308,3553,"Glycine amidinotransferase, mitochondrial",383,0.935213,0.734,GATM
13308,3952,Trypsin-3,2886,0.917621,0.728,PRSS3
13306,3,"Nitric oxide synthase, inducible",7,0.961823,0.718,NOS2
13306,17,Thrombin,54,0.949152,0.73,
13306,46,Estrogen receptor,136,0.979929,0.77,ESR1
13306,48,Androgen receptor,146,0.972378,0.742,AR
13306,70,Sodium channel protein type 5 subunit alpha,220,0.984903,0.704,SCN5A
13306,78,Peroxisome proliferator activated receptor gamma,238,0.968902,0.704,
13306,79,Coagulation factor Xa,239,0.936277,0.712,
13306,94,Prostaglandin G/H synthase 2,290,0.939304,0.778,PTGS2
13306,117,Carbonic anhydrase II,357,0.855709,0.772,
13306,123,Coagulation factor VII,369,0.945547,0.73,
13306,229,"mRNA of Protein-tyrosine phosphatase, non-receptor type 1",687,0.947419,0.718,
13306,287,DNA topoisomerase II,817,0.928777,0.732,
13306,307,Estrogen receptor beta,869,0.979884,0.716,ESR2
13306,332,Dipeptidyl peptidase IV,952,0.962119,0.708,
13306,422,Glycogen synthase kinase-3 beta,1721,0.955925,0.708,GSK3B
13306,444,Heat shock protein HSP 90,1939,0.980616,0.724,
13306,647,Serine/threonine-protein kinase Chk1,5790,0.952248,0.706,CHEK1
13306,2928,Trypsin-1,3176,0.953211,0.728,
13306,3276,Nuclear receptor coactivator 2,6241,0.873288,0.754,NCOA2
13306,3727,Calcium-activated potassium channel subunit alpha 1,610,0.963036,0.71,
13306,3907,Calmodulin,465,0.843419,0.752,
13309,3,"Nitric oxide synthase, inducible",7,0.854546,0.726,NOS2
13309,17,Thrombin,54,0.844205,0.716,
13309,46,Estrogen receptor,136,0.940679,0.754,ESR1
13309,48,Androgen receptor,146,0.875968,0.776,AR
13309,78,Peroxisome proliferator activated receptor gamma,238,0.927269,0.722,
13309,79,Coagulation factor Xa,239,0.840716,0.716,
13309,94,Prostaglandin G/H synthase 2,290,0.890723,0.77,PTGS2
13309,117,Carbonic anhydrase II,357,0.803685,0.816,
13309,287,DNA topoisomerase II,817,0.851261,0.718,
13309,444,Heat shock protein HSP 90,1939,0.970646,0.706,
13309,482,Cell division protein kinase 2,2240,0.950379,0.716,
13309,647,Serine/threonine-protein kinase Chk1,5790,0.90897,0.708,CHEK1
13309,2928,Trypsin-1,3176,0.897419,0.728,
13309,2966,Proto-oncogene serine/threonine-protein kinase Pim-1,2347,0.8715,0.742,
13309,3025,Cyclin-A2,6235,0.919815,0.716,CCNA2
13309,3907,Calmodulin,465,0.823065,0.71,
13313,117,Carbonic anhydrase II,357,0.849815,0.818,
13311,6,Prostaglandin G/H synthase 1,20,0.815809,0.76,PTGS1
13311,7,Dopamine D1 receptor,23,0.805526,0.708,
13311,16,Muscarinic acetylcholine receptor M3,51,0.835938,0.744,CHRM3
13311,38,Muscarinic acetylcholine receptor M1,103,0.88346,0.742,CHRM1
13311,63,Beta-1 adrenergic receptor,193,0.803451,0.718,ADRB1
13311,94,Prostaglandin G/H synthase 2,290,0.838231,0.804,PTGS2
13311,105,Alpha-2A adrenergic receptor,318,0.855201,0.714,ADRA2A
13311,186,Sodium-dependent noradrenaline transporter,540,0.879518,0.744,SLC6A2
13311,191,Alpha-1A adrenergic receptor,556,0.853813,0.728,ADRA1A
13311,210,Muscarinic acetylcholine receptor M2,617,0.908972,0.706,CHRM2
13311,216,Alpha-1B adrenergic receptor,632,0.846976,0.72,ADRA1B
13311,239,Sodium-dependent dopamine transporter,713,0.873628,0.738,SLC6A3
13311,261,Beta-2 adrenergic receptor,766,0.85218,0.724,ADRB2
13311,290,Sodium-dependent serotonin transporter,824,0.894475,0.7,SLC6A4
13305,6,Prostaglandin G/H synthase 1,20,0.899285,0.74,PTGS1
13305,94,Prostaglandin G/H synthase 2,290,0.938114,0.82,PTGS2
13305,117,Carbonic anhydrase II,357,0.85593,0.814,
13305,444,Heat shock protein HSP 90,1939,0.939951,0.716,
13305,699,mRNA of PKA Catalytic Subunit C-alpha,6263,0.89882,0.72,
13305,3907,Calmodulin,465,0.800915,0.704,
13319,94,Prostaglandin G/H synthase 2,290,0.935196,0.7,PTGS2
13319,117,Carbonic anhydrase II,357,0.915736,0.74,
13319,719,Lactase-phlorizin hydrolase,6847,0.971494,0.718,
13319,1201,Ig gamma-1 chain C region,4785,0.965632,0.716,
13319,1306,Ferrichrome-iron receptor,2427,0.989195,0.708,
13319,2373,Hyaluronate lyase,2485,0.966067,0.72,
13319,2396,Chondroitinase AC,2581,0.965071,0.716,
13319,3216,Glutamate receptor 2,921,0.950842,0.702,GRIA2
13321,308,Glucocorticoid receptor,871,0.827017,0.714,NR3C1
13322,48,Androgen receptor,146,0.889171,0.788,AR
13322,94,Prostaglandin G/H synthase 2,290,0.901935,0.734,PTGS2
13322,117,Carbonic anhydrase II,357,0.901216,0.762,
13322,229,"mRNA of Protein-tyrosine phosphatase, non-receptor type 1",687,0.908637,0.706,
13322,287,DNA topoisomerase II,817,0.871582,0.732,
13322,444,Heat shock protein HSP 90,1939,0.975723,0.702,
13324,6,Prostaglandin G/H synthase 1,20,0.867053,0.768,PTGS1
13324,17,Thrombin,54,0.887238,0.748,
13324,94,Prostaglandin G/H synthase 2,290,0.911055,0.798,PTGS2
13324,95,"Nitric-oxide synthase, endothelial",291,0.868422,0.762,
13324,117,Carbonic anhydrase II,357,0.869029,0.816,
13324,204,Carbonic anhydrase IV,592,0.842503,0.706,
13324,3216,Glutamate receptor 2,921,0.858138,0.708,GRIA2
13326,141,Gamma-aminobutyric-acid receptor alpha-2 subunit,423,0.914256,0.702,
13326,309,Gamma-aminobutyric acid receptor subunit alpha-1,872,0.93008,0.72,
13326,3216,Glutamate receptor 2,921,0.847754,0.738,GRIA2
13326,3284,Gamma-aminobutyric-acid receptor subunit alpha-6,841,0.880199,0.712,
13326,4565,Transcription factor p65,h001,,,RELA
13326,86,Apoptosis regulator Bcl-2,273,,,BCL2
13326,4054,Bcl-2-like protein 1,h001,,,BCL2L1
13326,4033,Apoptosis regulator BAX,h001,,,BAX
13326,265,Tumor necrosis factor,777,,,
13326,4087,Caspase-3,h001,,,
13326,646,Cellular tumor antigen p53,5788,,,TP53
13326,4179,E3 ubiquitin-protein ligase Mdm2,h001,,,MDM2
13326,4057,Bcl-2-like protein 2,h001,,,BCL2L2
13326,418,Interleukin-1 beta,1654,,,IL1B
13326,417,C-C motif chemokine 2,1649,,,CCL2
13326,361,Cathepsin B,1233,,,
13326,4068,Brain-derived neurotrophic factor,h001,,,
13326,4148,Cytochrome P450 19A1,h001,,,
13326,4364,Mothers against decapentaplegic homolog 2,h001,,,SMAD2
13326,4001,5'-AMP-activated protein kinase subunit gamma-2,h001,,,PRKAG2
13326,4138,C-X-C motif chemokine 2,h001,,,
13326,348,C-C chemokine receptor type 5,1129,,,CCR5
13326,4072,C5a anaphylatoxin chemotactic receptor,h001,,,
13326,4056,Bcl-2-like protein 11,h001,,,BCL2L11
13326,657,Neuropeptide Y,5925,,,
13326,4444,Proenkephalin-A,h001,,,
13326,4321,"Lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex, mitochondrial",h001,,,
13326,4045,BAG family molecular chaperone regulator 3,h001,,,BAG3
13326,173,Histamine H1 receptor,492,,,HRH1
13326,3990,14-3-3 protein zeta/delta,h001,,,YWHAZ
13326,4351,Microtubule-associated proteins 1A/1B light chain 3B,h001,,,MAP1LC3B
13326,2160,Microtubule-associated protein 1A,2107,,,
13326,237,Glutamate receptor 1,705,,,GRIA1
13326,1584,Granzyme B,1072,,,GZMB
13326,3141,Inositol-trisphosphate 3-kinase A,2950,,,ITPKA
13326,4185,Endothelial lipase,h001,,,LIPG
13326,4008,Activator of apoptosis harakiri,h001,,,HRK
13326,4390,Neurotrophin-3,h001,,,NTF3
13326,4254,Histone acetyltransferase KAT5,h001,,,
13326,4298,Interleukin-1 receptor antagonist protein,h001,,,IL1RN
13326,4225,Glial cell line-derived neurotrophic factor,h001,,,GDNF
13326,4388,Neuronal cell adhesion molecule,h001,,,NRCAM
13326,4169,DnaJ homolog subfamily B member 1,h001,,,DNAJB1
13326,443,Apolipoprotein E,1932,,,APOE
13326,4528,Sodium/myo-inositol cotransporter 2,h001,,,
13326,4346,Metallothionein-3,h001,,,MT3
13331,6,Prostaglandin G/H synthase 1,20,0.920317,0.758,PTGS1
13331,16,Muscarinic acetylcholine receptor M3,51,0.873756,0.72,CHRM3
13331,17,Thrombin,54,0.851905,0.758,
13331,38,Muscarinic acetylcholine receptor M1,103,0.920859,0.718,CHRM1
13331,46,Estrogen receptor,136,0.910691,0.782,ESR1
13331,70,Sodium channel protein type 5 subunit alpha,220,0.858382,0.71,SCN5A
13331,94,Prostaglandin G/H synthase 2,290,0.918481,0.808,PTGS2
13331,158,Retinoic acid receptor RXR-alpha,459,0.881435,0.726,RXRA
13331,172,"CGMP-inhibited 3',5'-cyclic phosphodiesterase A",485,0.872215,0.724,
13331,261,Beta-2 adrenergic receptor,766,0.87871,0.716,ADRB2
13331,290,Sodium-dependent serotonin transporter,824,0.910246,0.706,SLC6A4
13331,309,Gamma-aminobutyric acid receptor subunit alpha-1,872,0.919024,0.72,
13331,332,Dipeptidyl peptidase IV,952,0.88934,0.716,
13331,444,Heat shock protein HSP 90,1939,0.931074,0.72,
13331,499,Beta-lactamase,2478,0.880975,0.706,
13331,581,"Neuronal acetylcholine receptor protein, alpha-7 chain",4095,0.800398,0.702,
13332,94,Prostaglandin G/H synthase 2,290,0.8153,0.81,PTGS2
13332,309,Gamma-aminobutyric acid receptor subunit alpha-1,872,0.80808,0.712,
13332,444,Heat shock protein HSP 90,1939,0.806407,0.716,
13332,699,mRNA of PKA Catalytic Subunit C-alpha,6263,0.821886,0.706,
13323,94,Prostaglandin G/H synthase 2,290,0.91801,0.734,PTGS2
13323,117,Carbonic anhydrase II,357,0.860694,0.75,
13323,287,DNA topoisomerase II,817,0.836849,0.72,
13323,2928,Trypsin-1,3176,0.812759,0.716,
13335,94,Prostaglandin G/H synthase 2,290,0.845812,0.798,PTGS2
13335,141,Gamma-aminobutyric-acid receptor alpha-2 subunit,423,0.890854,0.704,
13335,309,Gamma-aminobutyric acid receptor subunit alpha-1,872,0.940387,0.756,
13335,565,Amine oxidase [flavin-containing] B,3939,0.803093,0.702,MAOB
13335,3284,Gamma-aminobutyric-acid receptor subunit alpha-6,841,0.851939,0.714,
13337,17,Thrombin,54,0.818361,0.748,
13337,95,"Nitric-oxide synthase, endothelial",291,0.863249,0.742,
13337,117,Carbonic anhydrase II,357,0.846083,0.748,
13337,565,Amine oxidase [flavin-containing] B,3939,0.884145,0.73,MAOB
13337,2928,Trypsin-1,3176,0.880342,0.732,
13336,287,DNA topoisomerase II,817,0.819955,0.714,
13340,6,Prostaglandin G/H synthase 1,20,0.936145,0.754,PTGS1
13340,70,Sodium channel protein type 5 subunit alpha,220,0.871883,0.72,SCN5A
13340,94,Prostaglandin G/H synthase 2,290,0.93905,0.826,PTGS2
13340,117,Carbonic anhydrase II,357,0.821061,0.804,
13340,158,Retinoic acid receptor RXR-alpha,459,0.927417,0.728,RXRA
13340,309,Gamma-aminobutyric acid receptor subunit alpha-1,872,0.8702,0.7,
13340,444,Heat shock protein HSP 90,1939,0.953263,0.714,
13340,491,"Phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit, gamma isoform",2404,0.931701,0.718,
13340,3907,Calmodulin,465,0.809076,0.744,
13341,48,Androgen receptor,146,0.871261,0.73,AR
13341,117,Carbonic anhydrase II,357,0.81746,0.726,
13341,229,"mRNA of Protein-tyrosine phosphatase, non-receptor type 1",687,0.929779,0.706,
13341,287,DNA topoisomerase II,817,0.86988,0.704,
13341,2966,Proto-oncogene serine/threonine-protein kinase Pim-1,2347,0.88809,0.7,
13344,6,Prostaglandin G/H synthase 1,20,0.835206,0.776,PTGS1
13344,94,Prostaglandin G/H synthase 2,290,0.862855,0.84,PTGS2
13344,117,Carbonic anhydrase II,357,0.871413,0.776,
13344,565,Amine oxidase [flavin-containing] B,3939,0.935227,0.74,MAOB
13344,1172,Lysozyme,2300,0.87889,0.708,
13342,123,Coagulation factor VII,369,0.83709,0.71,
13343,3,"Nitric oxide synthase, inducible",7,0.949589,0.76,NOS2
13343,6,Prostaglandin G/H synthase 1,20,0.926424,0.72,PTGS1
13343,17,Thrombin,54,0.920264,0.742,
13343,37,Potassium voltage-gated channel subfamily H member 2,101,0.946836,0.736,KCNH2
13343,46,Estrogen receptor,136,0.97499,0.782,ESR1
13343,48,Androgen receptor,146,0.960594,0.784,AR
13343,70,Sodium channel protein type 5 subunit alpha,220,0.971348,0.738,SCN5A
13343,78,Peroxisome proliferator activated receptor gamma,238,0.95614,0.744,
13343,79,Coagulation factor Xa,239,0.881095,0.744,
13343,94,Prostaglandin G/H synthase 2,290,0.934416,0.792,PTGS2
13343,95,"Nitric-oxide synthase, endothelial",291,0.842753,0.712,
13343,117,Carbonic anhydrase II,357,0.829494,0.79,
13343,123,Coagulation factor VII,369,0.906112,0.718,
13343,165,Acetylcholinesterase,474,0.882135,0.722,ACHE
13343,272,Alpha-1D adrenergic receptor,789,0.883991,0.714,ADRA1D
13343,287,DNA topoisomerase II,817,0.88009,0.726,
13343,307,Estrogen receptor beta,869,0.963194,0.75,ESR2
13343,332,Dipeptidyl peptidase IV,952,0.949362,0.736,
13343,402,Mitogen-activated protein kinase 14,1540,0.935268,0.722,MAPK14
13343,422,Glycogen synthase kinase-3 beta,1721,0.960841,0.742,GSK3B
13343,444,Heat shock protein HSP 90,1939,0.978249,0.732,
13343,482,Cell division protein kinase 2,2240,0.95921,0.732,
13343,647,Serine/threonine-protein kinase Chk1,5790,0.952212,0.732,CHEK1
13343,2928,Trypsin-1,3176,0.918988,0.734,
13343,2966,Proto-oncogene serine/threonine-protein kinase Pim-1,2347,0.923581,0.726,
13343,3025,Cyclin-A2,6235,0.97439,0.716,CCNA2
13343,3276,Nuclear receptor coactivator 2,6241,0.817802,0.79,NCOA2
13343,3727,Calcium-activated potassium channel subunit alpha 1,610,0.937176,0.708,
13343,3907,Calmodulin,465,0.837654,0.766,
13347,6,Prostaglandin G/H synthase 1,20,0.841259,0.726,PTGS1
13347,17,Thrombin,54,0.823363,0.764,
13347,38,Muscarinic acetylcholine receptor M1,103,0.882559,0.718,CHRM1
13347,94,Prostaglandin G/H synthase 2,290,0.858758,0.816,PTGS2
13347,117,Carbonic anhydrase II,357,0.821843,0.766,
13347,126,Alpha-2C adrenergic receptor,378,0.883729,0.708,ADRA2C
13347,186,Sodium-dependent noradrenaline transporter,540,0.927886,0.73,SLC6A2
13347,191,Alpha-1A adrenergic receptor,556,0.87517,0.706,ADRA1A
13347,239,Sodium-dependent dopamine transporter,713,0.915003,0.73,SLC6A3
13347,261,Beta-2 adrenergic receptor,766,0.8708,0.712,ADRB2
13347,499,Beta-lactamase,2478,0.832279,0.72,
13347,565,Amine oxidase [flavin-containing] B,3939,0.841846,0.738,MAOB
13347,566,Amine oxidase [flavin-containing] A,3941,0.863651,0.708,MAOA
13347,1172,Lysozyme,2300,0.818346,0.746,
13346,3,"Nitric oxide synthase, inducible",7,0.938212,0.7,NOS2
13346,17,Thrombin,54,0.956818,0.738,
13346,46,Estrogen receptor,136,0.962437,0.724,ESR1
13346,94,Prostaglandin G/H synthase 2,290,0.902051,0.714,PTGS2
13346,117,Carbonic anhydrase II,357,0.826159,0.776,
13346,123,Coagulation factor VII,369,0.941789,0.712,
13346,396,Peroxisome proliferator activated receptor delta,1502,0.938943,0.704,
13346,444,Heat shock protein HSP 90,1939,0.970311,0.714,
13346,2928,Trypsin-1,3176,0.956092,0.714,
13346,3025,Cyclin-A2,6235,0.965066,0.71,CCNA2
13346,3276,Nuclear receptor coactivator 2,6241,0.839442,0.718,NCOA2
13346,3907,Calmodulin,465,0.842183,0.702,
13355,94,Prostaglandin G/H synthase 2,290,0.874723,0.716,PTGS2
13355,3276,Nuclear receptor coactivator 2,6241,0.806532,0.714,NCOA2
13358,209,Progesterone receptor,614,0.915814,0.702,PGR
13359,209,Progesterone receptor,614,0.901324,0.73,PGR
13361,726,Alcohol dehydrogenase 1B,444,0.842388,0.748,
13361,727,Alcohol dehydrogenase 1C,517,0.863722,0.776,ADH1C
13361,2020,Haloalkane dehalogenase,2281,0.837597,0.702,
13361,3952,Trypsin-3,2886,0.906183,0.732,PRSS3
13362,117,Carbonic anhydrase II,357,0.905454,0.756,
13362,169,Glycine receptor alpha-1 chain,482,0.813102,0.72,
13362,559,Cholinesterase,3923,0.82225,0.706,BCHE
13362,726,Alcohol dehydrogenase 1B,444,0.855146,0.792,
13362,727,Alcohol dehydrogenase 1C,517,0.844203,0.798,ADH1C
13362,729,Alcohol dehydrogenase 1A,251,0.80017,0.78,ADH1A
13362,1178,Subtilisin BPN',2517,0.813922,0.708,
13362,2020,Haloalkane dehalogenase,2281,0.939813,0.716,
13366,287,DNA topoisomerase II,817,0.805425,0.704,
13370,48,Androgen receptor,146,0.81284,0.746,AR
13370,79,Coagulation factor Xa,239,0.863325,0.704,
13370,123,Coagulation factor VII,369,0.873423,0.718,
13370,229,"mRNA of Protein-tyrosine phosphatase, non-receptor type 1",687,0.899717,0.718,
13370,287,DNA topoisomerase II,817,0.827433,0.702,
13370,2928,Trypsin-1,3176,0.890766,0.7,
13371,288,Aldose reductase,822,0.879254,0.7,
13371,309,Gamma-aminobutyric acid receptor subunit alpha-1,872,0.86697,0.748,
13371,363,Cathepsin D,1243,0.882796,0.712,
13371,559,Cholinesterase,3923,0.946973,0.754,BCHE
13371,726,Alcohol dehydrogenase 1B,444,0.822245,0.71,
13371,727,Alcohol dehydrogenase 1C,517,0.86751,0.74,ADH1C
13371,1143,Cytochrome P450-cam,2298,0.950829,0.702,
13371,1306,Ferrichrome-iron receptor,2427,0.978062,0.708,
13371,1961,Bacillolysin,2457,0.947903,0.736,
13369,287,DNA topoisomerase II,817,0.839062,0.702,
13372,559,Cholinesterase,3923,0.856207,0.776,BCHE
13372,727,Alcohol dehydrogenase 1C,517,0.817811,0.8,ADH1C
13372,1143,Cytochrome P450-cam,2298,0.892702,0.726,
13372,1306,Ferrichrome-iron receptor,2427,0.91407,0.728,
13372,1940,Monomeric sarcosine oxidase,2380,0.893648,0.7,
13372,1961,Bacillolysin,2457,0.825851,0.72,
13372,2111,Shiga toxin B-chain,3225,0.921502,0.706,
13372,3553,"Glycine amidinotransferase, mitochondrial",383,0.889932,0.736,GATM
13372,3952,Trypsin-3,2886,0.86175,0.752,PRSS3
13374,94,Prostaglandin G/H synthase 2,290,0.929206,0.784,PTGS2
13374,117,Carbonic anhydrase II,357,0.8307,0.82,
13374,287,DNA topoisomerase II,817,0.824934,0.726,
13374,491,"Phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit, gamma isoform",2404,0.926032,0.706,
13374,740,Vascular endothelial growth factor A,183,,,
13374,4087,Caspase-3,h001,,,
13374,400,Heparin-binding growth factor 2,1525,,,
13378,726,Alcohol dehydrogenase 1B,444,0.809109,0.716,
13378,727,Alcohol dehydrogenase 1C,517,0.868387,0.754,ADH1C
13378,3952,Trypsin-3,2886,0.853017,0.71,PRSS3
13375,79,Coagulation factor Xa,239,0.900488,0.712,
13375,94,Prostaglandin G/H synthase 2,290,0.818138,0.716,PTGS2
13379,28,"Nitric-oxide synthase, brain",76,0.919984,0.716,
13367,727,Alcohol dehydrogenase 1C,517,0.829488,0.708,ADH1C
13381,94,Prostaglandin G/H synthase 2,290,0.8824,0.768,PTGS2
13381,117,Carbonic anhydrase II,357,0.854143,0.77,
13381,172,"CGMP-inhibited 3',5'-cyclic phosphodiesterase A",485,0.893113,0.7,
13381,261,Beta-2 adrenergic receptor,766,0.919628,0.726,ADRB2
13382,6,Prostaglandin G/H synthase 1,20,0.912818,0.754,PTGS1
13382,16,Muscarinic acetylcholine receptor M3,51,0.876866,0.724,CHRM3
13382,17,Thrombin,54,0.85617,0.76,
13382,38,Muscarinic acetylcholine receptor M1,103,0.908178,0.718,CHRM1
13382,46,Estrogen receptor,136,0.901172,0.806,ESR1
13382,48,Androgen receptor,146,0.854647,0.766,AR
13382,70,Sodium channel protein type 5 subunit alpha,220,0.853468,0.722,SCN5A
13382,94,Prostaglandin G/H synthase 2,290,0.929306,0.8,PTGS2
13382,158,Retinoic acid receptor RXR-alpha,459,0.861779,0.726,RXRA
13382,261,Beta-2 adrenergic receptor,766,0.837978,0.714,ADRB2
13382,290,Sodium-dependent serotonin transporter,824,0.905026,0.708,SLC6A4
13382,309,Gamma-aminobutyric acid receptor subunit alpha-1,872,0.932005,0.736,
13382,332,Dipeptidyl peptidase IV,952,0.899854,0.724,
13382,422,Glycogen synthase kinase-3 beta,1721,0.810076,0.72,GSK3B
13382,444,Heat shock protein HSP 90,1939,0.940932,0.72,
13382,482,Cell division protein kinase 2,2240,0.894699,0.706,
13382,581,"Neuronal acetylcholine receptor protein, alpha-7 chain",4095,0.82429,0.72,
13382,3284,Gamma-aminobutyric-acid receptor subunit alpha-6,841,0.818149,0.7,
13384,6,Prostaglandin G/H synthase 1,20,0.876151,0.766,PTGS1
13384,17,Thrombin,54,0.902295,0.834,
13384,63,Beta-1 adrenergic receptor,193,0.843854,0.71,ADRB1
13384,94,Prostaglandin G/H synthase 2,290,0.90301,0.832,PTGS2
13384,105,Alpha-2A adrenergic receptor,318,0.893901,0.716,ADRA2A
13384,117,Carbonic anhydrase II,357,0.923808,0.802,
13384,126,Alpha-2C adrenergic receptor,378,0.829814,0.748,ADRA2C
13384,165,Acetylcholinesterase,474,0.812562,0.734,ACHE
13384,186,Sodium-dependent noradrenaline transporter,540,0.813907,0.702,SLC6A2
